reference	predicted
بَعدَ رَمَضَان	بَعَدْ رَمْضَانْ
بَعدَ سَاعَة	بَعَدْ سَاعَةْ
بَعدَ سِبتَمبَر	بعَدْ سِبْتَمْبَرْ
بَعدَ سَنَة	بَعَدْ سَنْة
بَعدَ سُهَيل	بَعَدْ سَهَيلْ
بَعدَ شِبَاط	بَعَدْ شَبَاطْ
بَعدَ شَعبَان	بَعَدْ شَعَبَانْ
بَعدَ شَهَر	بَعَدْ شَهْرْ
بَعدَ صَفَر	بَعَدْ صَفْرْ
بَعدَ عَام	بَعَدْ عَامْ
بَعدَ عَقد	بَعدْ عَقَدْ
بَعدَ عِيدِ الحَج	بَعَدْ عِيْدْ الحَجّ
بَعدَ عِيدِ الفِطر	بَعَدْ عِيْدْ الْفَطْرْ
بَعدَ غَدٍ	بَعَدْ غَدْ
بَعدَ مَارِس	بَعَدْ مَارِسْ
بَعدَ مَايُو	بَعَدْ مَايو
بَعدَ مُحَرَّم	بَعَدْ مَحْرَمْ
بَعدَ نُوفَمبَر	بَعَدْ نوفَمْبَرْ
غَدًا	غَدَا
فِي أُكتُوبَر	فِي اَكْتُوبْرْ
فِي الأُسبُوعِ القَادِم	فِي الْاَسْبُوعْ القَادِم
فِي الإجَازَة	فِي الْاَجَازَة
فِي شَهَر	فِي شَهَرْ
فِي صَفَر	فِي صَفْرْ
فِي عَامِ أَلفٌ وأَربَعُ مِئَة وثَلاثٌ وثَلَاثِين هِجرِي	فِي عَامْ اَلْف وَارْبَعْ مِيَة وَثْلَاثْ وَثْلَاثِينْ هَجْرِي
فِي عَامِ أَلفين وَإثنَاعَشَر مِيلَادِي	فِي عَامْ اَلْفِينْ وَاثْنَاعَشِر مِيْلَادِي
فِي عِيدِ الحَجّ	فِي عِيْدْ الحَجْ
فِي عِيدِ الفِطر	فِي عِيْدْ الْفَطْرْ
فِي فِبرَايِر	فِي فِبْرَايِر
فِي كَانُونِ الأَوَّل	فِي كَانُون الْاَوَل
فِي كَانُونِ الثَّانِي	فِي كَانُون الثَانِي
فِي مَارِس	فِي مَارِسْ
فِي مَايُو	فِي مَايُو
فِي مُحَرَّم	فِي مَحْرَمْ
فِي نُوفَمبَر	فِي نُوفَمْبَر
فِي نِيسَان	فِي نِيسَانْ
فِي هَذَا الأُسبُوع	فِي هَذَا الْاَسْبُوعْ
فِي هَذَا الشَّهر	فِي هَذَّا الشَّهْرْ
فِي يُولِيَه	فِي يُولِيهْ
فِي يَوم	فِي يَومْ
فِي يُونِيَه	فِي يُونِيهْ
قَبلَ أُكتُوبَر	قَبَّلْ اَكْتُوبَرْ
قَبلَ الأَحَد	قَبَلْ الْاَحْدْ
قَبلَ الأَربِعَاء	قَبَّلْ الْاَرْبِعَاءْ
قَبلَ الأُسبُوعِ القَاِدم	قَبَّلْ الْاَسْبُوعْ القَادِم
قَبلَ الاثنَين	قَبَّلْ الْاِثْنِين
قَبلَ سُهَيل	قَبَّلْ سَهِيلْ
قَبلَ شِبَاط	قَبَّلْ شَبَاطْ
قَبلَ شَعبَان	قَبَّلْ شَعْبَانْ
قَبلَ شَهر	قَبَّلْ شَهْرْ
قَبلَ شَوَّال	قَبَّلْ شُوَال
قَبلَ صَفَر	قَبْلْ صَفْرْ
قَبلَ عَام	قَبَّلْ عَامْ
قَبلَ عَامِ أَلفٌ وأَربَعُ مِئَة وثَلاثٌ وثَلَاثِين هِجرِي	قَبَّلْ عَامْ اِلْف وَارْبَعْ مِيَة وَثْلَاثْ وَثْلَاثِينْ هَجْرِي
قَبلَ عَام أَلفين وَإثنَاعَشَر مِيلَادي	قَبَّلْ عَامْ اَلْفِينْ وَاثْنَاعَشْر مِيلَادِي
قَبلَ عِيدِ الحَج	قَبَّلْ عَيْدْ الْحَجّ
قَبلَ عِيدِ الفِطر	قَبَّلْ عِيْدْ الْفَطْرْ
قَبلَ فِبرَايِر	قَبَّلْ فِبْرَايِر
قَبلَ مَارِس	قَبَلْ مَارِسْ
قَبلَ مَايُو	قَبَّلْ مَايُو
قَبلَ مُحَرَّم	قَبَّلْ مَحْرَمْ
قَبلَ هَذَا الأُسبُوع	قَبَّلْ هَذَا الْاِسْبُوعْ
قَبلَ هَذَا الشَّهر	قَبَّلْ هَذَا الشَّهْرْ
قَبلَ يُولِيَه	قَبْلْ يُولِيهْ
قَبلَ يَوم	قَبَلْ يومْ
قَبلَ يُونِيَه	قَبَلْ يُونِيهْ
هذا الأُسبُوع	هَذا الْاِسْبُوع
هذا الشَّهر	هَذَّا الشَّهْرْ
هذا العَامِ	هَذا الْعَام
هذا الوَقٌت	هَذا الْوَقْتْ
الرِّيَال	الرِيَال
الدُّولَار	الدُّولَار
الجِنِيه	الْجَنِيهْ
اللِّيرَه	الْلِيرَهْ
الدَّرَاهِم	الدَّرَاهُم
رِيَال	رِيَالْ
دُولَار	دولَار
جُنَيه	جَنِيهْ
لِيرَه	لِيْرَهْ
دِرهَم	دَرْهُمْ
رِيَالَات	رِيَالَاتْ
دُولَارَات	دولارَاتْ
جُنَيهَات	جَنِيهَاتْ
لِيرَات	لِيرَاتْ
دَرَاهِم	دْرَاهُم
رِيَالاً	رِيَالَا
دُولَارًا	دولارَا
جُنَيهًا	جَنِيهَا
لِيرَةً	لِيْرَة
دِرهَمًا	دَرْهَمَا
رِيَال	رِيَال
دُولَار	دولَار
جُنَيه	جَنِيهْ
لِيرَه	لِيرَهْ
دِرهَم	دَرْهَمْ
هَلَلَه	هَلْلَه
فِلس	فَلْس
بِنس	بَنَسْ
سِنت	سَنْتِ
رِيَالٌ	رِيَالْ
رِيَالٍ	رِيَالْ
رِيَالاً	رِيَالَا
رِيَالَاتٍ	رِيَالَاتْ
رِيَالَانِ	رِيَالَانْ
رِيَالَينِ	رِيَالِين
هَلَلَاتٍ	هَلْلَاتْ
هَلَلَةٌ	هَلَلَة
هَلَلَةً	هَلَلَة
هَلَلَةٍ	هَلَلَة
هَلَلَتَانِ	هَلْلَتَانْ
هَلَلَتَينِ	هَلْلَتِينْ
سِنت	سَنْتَ
أَبُوظَبِي	اَبوظْبِي
أَتلَانتَا	اَتْلَانْتَا
أَثِينَا	اَثِينَا
أَحمَد أَبَاد	اَحْمَدْ اَبَاد
إِدَنبَرَه	اَدْنْبَرَه
أَدِيس أَبَابَا	اَدِيس اَبَابَا
أَزمِير	اَزْمِير
إِسبرِنق فِيلد	اسْبَرْنَقْ فِيلْدْ
أُستُكهُولم	اَسْتَكَهولْمْ
إِسطَنبُول	اِسْطَنْبُولْ
إِسلام أَبَاد	اَسْلَام اَبَاد
أَسوَان	اَسوَانْ
أَكرَا	اَكْرَا
الإسكَندَريَّة	الْاَسْكُنْدَرِيَّة
أَلبَانِيَا	الْبَانِيا
البَصرَة	الْبَصْرَة
الجَزَائِر	الْجَزَايِرْ
الخُرطُوم	الْخَرْطوم
الدَّارُ البَيضَاء	الدَارْ الْبِيْضَاء
الدَّوحَة	الدُّوْحَة
الرِّبَاط	الرَّبَاطْ
القَاهِرَة	القَاهْرَة
القُدس	الْقَدْسْ
الكُوَيت	الْكُويتْ
المَنَامَة	الْمَنَامَة
المَوصِل	الْمُوصَّلْ
أُمُّ دَرمَان	امْ دَرْمَان
أَمِستَردَام	اِمْسَتَرْدَامْ
أنتاناناريفو	اِنْتِانَانَارِيفُو
إِندِيَانَا بُولِس	اِنْدِيَانَا بُولِسْ
أَنقَرَة	اَنْقَرَّة
أُوتَاوَا	اوْتَاوَا
أُورلاندُو	اورْلَانْدُو
أُوستِن	اوستن
أُوسلُو	اَوَّسْلُو
أُوكلاهُومَا	اَوْكْلْاهُومَا
بَاتُون رُوج	بَاتُونْ رُوجْ
بَارِيس	بَارِيسْ
بَانجلُور	بانجلور
بَاندُونج	بَانْدُونَج
بَانكُوك	بَانْكُوكْ
بَرَازِيلِيَا	بْرَازِيلِيَا
بَرشَلُونَة	بِرَشْلُونَة
بِرلِين	بَرْلِين
بِرمِنجهَام	بِرْمَنْجْهَامْ
بُوسطُن	بوسْطِن
بُومبَاي	بومبَاي
بُون	بُونْ
بِيتسُورنِي	بِيْتْسُورْنِي
بِيرث	بِيرَث
بَيرُوت	بِيْرُوتْ
بِيشَاوَر	بِيشَاوِر
بِيغَان	بِيغَان
بِينَانج	بِينَانَجْ
بِيُونِس اَيرِس	بِيونِسْ اَيْرْس
تَالاهَاسِي	تَالْاَهَاسِي
تَايبِيه	تَايْبِيهْ
تُوبِيكا	توبِيكَا
تُورُنتُو	تُورَنْتُو
تُونِس	تُونْسْ
جَاكَرتَا	جَاكْرْتَا
جلاسكُو	جَلَاسْكُو
جُوهَانسبِرج	جوهَانْسِبْرَجْ
جِيبُوتِي	جِيبُوتِي
حَلَب	حَلَبْ
دَارُ السَّلام	دَارْ السَّلَام
دَاروِين	دَارويْن
دَاكَار	دَاكَارْ
دَالَاس	دَالَاسْ
دَبلِن	دبْلِنْ
دُبَي	دِبِيْ
دَكَّا	دَكَا
دِمَشق	دِمْشَقْ
دِي تَروِيت	دِي تَرويْتْ
دِيرهَام	دِيرْهَامْ
دِينِفَر	دِيْنْفَرْ
رُومَا	رُومَا
رِيكَامُوند	رِيكَامونْدْ
رِيُو دِي جَانِيرُو	رِيوْ دِي جَانِيرُو
زِيُورِخ	زِيورَخ
سَان سِلفَادُور	سَانْ سِلْفَادُور
سَانتِيَاغُو	سَانْتِيَاغُو
سَاند يِيِجُو	سَانَدْ يِيجُو
سَاو بَاولُو	سَاو باولو
سَرَابَايَا	سَرَابَايَا
سَنغَافُورَة	سِنْغَافورَة
سَيؤُول	سَيوولْ
سِيدنِي	سِيْدْنِي
شَنغَهَاي	شَنْغْهَاي
شُونجُونج	شونْجُونَج
فِيَنَّا	فِينَا
كَابُول	كابول
كَاردِيف	كَارْدِيفْ
كَازَبلَانكَا	كَازْبْلَانْكَا
كَانبِيرا	كَانْبِيرَا
كَرَاتشِي	كَرَاتْشِي
كَرَاكَاس	كَرَاكَاس
كوَالَالَمبُور	كوالالْمْبُورْ
كوَانتَان	كوانْتان
كُوبِنهَاجِن	كوبْنْهَاجِن
كُولُمبُس	كولْمْبس
كُولُومبُو	كولومْبُو
كُولُومبِيَا	كولومْبِيَا
كِيب تَاون	كِيب تاونْ
كِيتُو	كِيْتُو
لاس فِيجَاس	لَاس فِيجَاسْ
لاغُوس	لَاغَوسْ
لانسِنق	لَانْسِنْقْ
لاهُور	لاهورْ
لَشبُونَة	لَشْبُونَة
لَندَن	لَنْدِنْ
لُوس أَنجلُوس	لُوْسْ اِنْجِلُوسْ
لِيمَا	لِيمَا
ليُون	لِيُونْ
مَاربِيَّا	مَارِبْيَا
مَارسِيلِيَا	مَارْسِيلِيَا
مَانَاجوا	مَانَاجُوا
مَانِيلا	مَانِيلَا
مِدرَاس	مِدْرَاسْ
مَدرِيد	مَدْرِيدْ
مَرَّاكِش	مَرَاكِشْ
مَسقَط	مَسْقَط
مَقدِيشُو	مَقْدِيشُو
مِكسِيكُو سِتِي	مَكْسِيكُو سْتِي
مَلبُورن	مَلْبُورِنْ
مُوسكُو	مَوسْكُو
مُونتِريَال	مُونْتِرِيَال
مِيلان	مِيلَانْ
ميُونِخ	مِيونْخْ
نَابُولي	نَابولِي
نَانت	نَانَتْ
نَوَاكشُوط	نواكْشوطْ
نَيرُوبِي	نِيرُوبِي
نِيس	نِيسْ
نيُودِلهِي	نِيودِلْهِي
برُوكسِل	بروكسل
برِيتُورِي	بَريتُورِي
بَغدَاد	بَغْدَادْ
بِكِّين	بْكِيْن
بِلغرَاد	بِلْغْرَادْ
بَلفَاست	بِلفَاسِتْ
بلُومِنقتُون	بِلُومِنْقْتُونْ
بِنغَازِي	بِنْغَازِي
بُوجُوتَا	بُوجُوتَا
بُوخَارِست	بوخَارْسْتْ
بُودَابِست	بودَابْسْتْ
بُورتلاند	بورْتْلَانِد
بُور سُودَان	بورْ سُودَانْ
شِيكَاغُو	شِيكَاغُو
صَنعَاء	صَنْعَاءْ
صُوفِيَا	صُوفِيَا
طَرَابلُس	طَرَابْلسْ
طَهرَان	طَهَرَانْ
طُوكيُو	طُوكِيوْ
عَبدَان	عَبْدَانْ
عَدَن	عَدَنْ
عَمَّان	عَمَان
غَزَّه	غَزَّهْ
فَانكُوفَر	فَانْكُوفِرْ
فرَانكفُورت	فرانكفورت
نيُوكَاسِل	نِيوكَاسِل
نيُويُورك	نِيويورَك
هَاتفُورد	هاتْفورد
هَارسبِيرق	هَارْسْبِيرَقْ
هَافَانَا برَاغ	هَافَانَا بْرَاغْ
هَانُوي	هَانُويْ
هِلسِنكِي	هَلْسِنْكِي
هُونج كُونج	هونَجْ كونَجْ
وَارسُو	وَارْسُو
وَاشُنطُن دِي سِي	وَاشْنْطُنْ دِي سِي
وُلِينجتُون	وَلِيْنْجْتون
وَهرَان	وَهَرَانْ
وَاحِد	وَاحِدْ
اِثنَان	اِثْنَان
اِثنَين	اثْنِيْنْ
ثَلَاثَة	ثَلَاثَة
أَربَعَة	اَرْبَعَة
خَمسَة	خَمْسَة
سِتَّة	سَتة
سَبعَة	سَبْعَة
ثَمَانِيَة	ثَمَانِيَة
تِسعَة	تِسْعَةَ
عَشَرَة	عَشَرَة
أَحَدَ عَشَر	اَحَدْ عَشَرْ
اِثنَا عَشَر	اِثْنَا عَشَرْ
ثَلَاثَةَ عَشَر	ثَلَاثَة عَشَرَ
أَربَعَةَ عَشَر	اَرْبَعَة عَشَرْ
خَمسَةَ عَشَر	خَمْسَة عَشَرْ
سِتَّةَ عَشَر	سَتّة عَشْرْ
سَبعَةَ عَشَر	سَبْعَة عَشَرْ
ثَمَانِيَةَ عَشَر	ثَمَانِيَة عَشْرْ
تِسعَةَ عَشَر	تِسْعَةْ عَشْر
عِشرُون	عَشْرُونْ
وَاحِدٌ وَعِشرُون	وَاحِد وَعَشْرُونْ
اِثنَانِ وَعِشرُون	اَثْنَان وَعَشْرُونْ
ثَلَاثٌ وَعِشرُون	ثَلَاث وَعَشْرُونْ
أَربَعٌ وَعِشرُون	اَرْبَعْ وَعَشْرُونْ
خَمسٌ وَعِشرُون	خَمْسْ وَعَشْرُونْ
سِتٌّ وَعِشرُون	سَتْ وَعَشْرُونْ
سَبعٌ وَعِشرُون	سَبَّعْ وَعَشْرُونْ
ثَمَانٌ وَعِشرُون	ثَمَان وَعَشْرُونْ
تِسعٌ وَعِشرُون	تَسْعْ وَعَشْرُونْ
ثَلاثُون	ثَلَاثُونْ
وَاحِدٌ وَثَلاثُون	وَاحِدْ وَثَلَاثُونْ
اِثنَانِ وَثَلاثُون	اَثْنَان وَثَلَاثُونْ
ثَلاثٌ وَثَلاثُون	ثَلَاث وَثَلَاثُونْ
أَربَعٌ وَثَلَاثُون	اَرْبَعْ وَثْلَاثُونْ
خَمسٌ وَثَلَاثُون	خَمْسْ وَثَلَاثُونْ
سِتٌّ وَثَلَاثُون	سَتْ وَثَلَاثُونْ
سَبعٌ وَثَلَاثُون	سَبْعْ وَثَلَاثُونْ
ثَمَانٌ وَثَلَاثُون	ثَمَان وَثَلَاثُونْ
تِسعٌ وَثَلَاثُون	تَسَعْ وَثْلَاثُونْ
أَربَعُون	اَرْبْعُونْ
وَاحِدٌ وَأَربَعُون	وَاحِد وَارْبْعُونْ
اِثنَانِ وَأَربَعُون	اَثْنَانْ وَارْبَعُونْ
ثَلاثٌ وَأَربَعُون	ثَلَاثْ وْاَرْبْعُونْ
أَربَعٌ وَأَربَعُون	اَرْبَعْ وَارْبْعُونْ
خَمسٌ وَأَربَعُون	خَمْسْ وَارْبْعُونْ
سِتٌّ وَأَربَعُون	سَتْ وْاَرْبَعُونْ
سَبعٌ وَأَربَعُون	سَبْعْ وْاَرْبَعُونْ
ثَمَانٌ وَأَربَعُون	ثَمَان وَاَرْبْعُونْ
تِسعٌ وَأَربَعُون	تَسْعْ وْاَرْبَعُونْ
خَمسُون	خَمْسُونْ
وَاحِدٌ وَخَمسُون	وَاحِد وَخَمْسُونْ
اِثنَانِ وَخَمسُون	اَثْنَانْ وَخَمْسُونْ
ثَلَاثٌ وَخَمسُون	ثَلَاث وَخَمْسُونْ
أَربَعٌ وَخَمسُون	اَرَبْعْ وَخَمْسُونْ
خَمسٌ وَخَمسُون	خَمسْ وَخَمْسُونْ
سِتٌّ وَخَمسُون	سَتْ وَخَمْسُونْ
